,pid,task,starttime,endtime,response,response_English,response_English_cleaned,response_English_corrected,invalid,jump_GT,creative,response_len,previous_response_len,RT,previous_response_English,order,clusters_GPT,previous_clusters_GPT,jump_GPT,SS,SS_ref,cluster,previous_cluster,cluster_dist,jump,previous_jump,order_in_cluster,frequency
3448,2913,2,1614857417940,1614857429849,rellen ,riot,riot,,,,,7,7.0,7.4389925882281900,chalk,5,[44],[7],1.0,0.7730066776275640,0.7864541,22,10,0.9016493003005170,1,1,1,-6.074656137994750
3449,2913,2,1614857429849,1614857445253,natuur mee 'versieren','decorate' nature,'decorate ' nature,decoration in nature,,,,22,7.0,6.550982927702060,riot,6,[47],[44],1.0,0.7311452031135560,0.7551427,15,22,0.9016493003005170,1,1,1,-4.202853961093160
3450,2913,2,1614857445253,1614857460200,kunstwerk maken',create a work of art,create work art,Art work,,,,16,22.0,6.839409519501610,'decorate' nature,7,[17],[47],1.0,0.795813798904419,0.75736105,7,15,0.9092446401776930,1,1,1,-4.911505328189070
3451,2913,2,1614857460200,1614857471461,iets zwaarder maken ,make something heavier,make something heavier,Make heavier,,,,20,16.0,6.332924325240230,create a work of art,8,[26],[17],1.0,0.7827106714248660,0.7605161,16,7,0.9092446401776930,1,1,1,-5.332718793265370
3452,2913,2,1614857471461,1614857477433,tuintje maken,make a garden,make garden,,,,,13,20.0,6.129343446767500,make something heavier,9,"[1, 38]",[26],1.0,0.7952178120613100,0.75509566,11,16,0.9949740122933940,1,1,1,-5.432802251822350
3453,2913,2,1614857477433,1614857489664,beeldhouwen,sculpt,sculpt,,,,,11,13.0,7.013608854883960,make a garden,10,[17],"[1, 38]",1.0,0.7642156481742860,0.7784828,7,11,0.9949740122933940,1,1,1,-5.738183901373530
3454,2913,2,1614857489664,1614857557085,balkon inleggen,insert balcony,insert balcony,,1,,,15,11.0,8.410605997770590,sculpt,11,"[13, 47]",[17],1.0,0.7571727633476260,0.7975599,14,7,0.9948402806287740,1,1,1,-5.045036720813590
3455,2913,2,1614857557085,1614857568777,onderzetter voor iets,coaster for something,coaster something,coaster,,,,21,15.0,6.32168856269147,insert balcony,12,[5],"[13, 47]",1.0,0.7851315140724180,0.7793869,15,14,0.9948402806287740,1,1,1,-4.5060402200809000
3456,2913,2,1614857568777,1614857583448,surprise van maken,make it a surprise,make surprise,Surprise,,,,18,21.0,6.702949502635190,coaster for something,13,[16],[5],1.0,0.7986634373664860,0.73968494,22,15,0.9580320832762860,1,1,1,-5.8923345812007900
3457,2913,2,1614857583448,1614857601470,toren maken,make a tower,make tower,,,,,11,18.0,7.401300637076050,make it a surprise,14,"[1, 13]",[16],1.0,0.7486287951469420,0.802334,3,22,0.9580320832762860,1,1,1,-4.880733669522310
3458,2913,2,1614857601470,1614857613402,steiger maken,make scaffolding,make scaffolding,scaffolding,,,,13,11.0,6.821757374269930,make a tower,15,[1],"[1, 13]",0.0,0.7971599102020260,0.77618635,3,3,0.9548856144135180,0,1,2,-5.738183901373530
3459,2913,2,1614857613402,1614857625550,mee trainen,train along,train along,Training weight,1,,,11,13.0,7.006798153028760,make scaffolding,16,"[45, 56]",[1],1.0,0.7569506764411930,0.7557777,20,3,0.9548856144135180,1,0,1,-6.180016653652570
3460,2913,2,1614857625550,1614857655240,liften (sterker worden),lift (get stronger),lift ( get stronger ),Lift weight,,,,23,11.0,7.162877665170960,train along,17,[26],"[45, 56]",1.0,0.7899432182312010,0.7447995,16,20,0.8305880971897590,1,1,1,-5.11914469296731
3461,2913,2,1614857655240,1614857675569,gooien (werpafstand trainen),throwing (training throwing distance),throwing ( training throwing distance ),Throw weights,,,,28,23.0,6.587254811870620,lift (get stronger),18,"[2, 19]",[26],1.0,0.8030965328216550,0.7348373,20,16,0.919197638439046,1,1,1,-4.282896668766690
3462,2913,2,1614857675569,1614857680865,blokkades maken,create blocks,create blocks,,,,,15,28.0,5.865948564135480,throwing (training throwing distance),19,[1],"[2, 19]",1.0,0.7365033626556400,0.8493459,3,20,0.919197638439046,1,1,1,-6.767803318554690
3463,2913,2,1614857680865,1614857697264,over heen springen (voor training),jump over (for training),jump ( training ),Jump over ,,,,34,15.0,6.178096653062750,create blocks,20,"[19, 45]",[1],1.0,0.746727466583252,0.74512887,5,3,0.9265688411961020,1,1,1,-5.979345958190420
3464,2913,2,1614857697264,1614857707513,muur bouwen,building wall,building wall,,,,,11,34.0,6.83677179116887,jump over (for training),21,"[1, 13, 60]","[19, 45]",1.0,0.7544355392456060,0.8456435,2,5,0.9265688411961020,1,1,1,-4.266367366815480
3465,2913,2,1614857707513,1614857729109,dingen mee kapot maken,destroy things,destroy things,,,,,22,11.0,6.8889662287522200,building wall,22,[23],"[1, 13, 60]",1.0,0.7655366659164430,0.78729236,21,2,0.7943130494024820,1,1,1,-5.738183901373530
3466,2913,2,1614857729109,1614857785208,iets erop bakken (gebruiken als keukenblad),bake something on it (use it as a kitchen surface),bake something ( use kitchen surface ),Bake,,,,43,22.0,7.173481506464720,destroy things,23,[9],[23],1.0,0.7922053337097170,0.7766675,9,21,0.9313542676212880,1,1,1,-5.081404364984460
3467,2913,2,1614857785208,1614857820265,trap bouwen,building stairs,building stairs,,,,,11,43.0,8.066756867663030,bake something on it (use it as a kitchen surface),24,"[1, 13, 28]",[9],1.0,0.7350783348083500,0.7885245,6,9,0.9313542676212880,1,1,1,-4.639571612705420
3468,2913,2,1614857820265,1614857879236,mee experimenteren (scheikunde: welke stoffen zitten erin),experiment with it (chemistry: what substances are in it),experiment ( chemistry : substances ),Chemistry experiment,,,1,58,11.0,6.924112152275280,building stairs,25,[36],"[1, 13, 28]",1.0,0.7220230102539060,0.74955475,14,6,0.9049142996666100,1,1,1,-6.074656137994750
3469,2913,2,1614857879236,1614857933147,wereldrecord lijn van bakstenen verbreken,breaking world record line of bricks,breaking world record line bricks,Assemble longest line,,,1,41,58.0,7.181327604752740,experiment with it (chemistry: what substances are in it),26,[19],[36],1.0,0.7022458910942080,0.8694618,1,14,0.9472208259531390,1,1,1,-4.663669164284480
3470,2914,2,1614861148405,1614861152809,use as a paperweight ,use as a paperweight,use paperweight,Paper weight,,,,21,15.0,5.344553250912370,use in building,1,[20],[1],1.0,0.7657761573791500,0.737713,22,15,0.8835298354242060,1,1,1,-5.158365406120590
3471,2914,2,1614861152809,1614861164180,use as a step ,use as a step,use step,Step stool,,,,14,21.0,6.699456356083910,use as a paperweight,2,[28],[20],1.0,0.7812936902046200,0.7663915,6,22,0.8112510388688330,1,1,1,-5.812291873527260
3472,2914,2,1614861164180,1614861252851,use as a weapon,use as a weapon,use weapon,weapon,,,,15,14.0,8.684595676919240,use as a step,3,[48],[28],1.0,0.8347642421722410,0.76113474,22,6,0.7109014029661880,1,1,1,-3.772071045000700
3473,2914,2,1614861252851,1614861283546,use as a doorstopper ,use as a doorstop,use doorstop,Door stopper,,,,21,15.0,7.287161563881290,use as a weapon,4,[20],[48],1.0,0.7865060567855840,0.7693812,17,22,0.8915292792835360,1,1,1,-4.713679584859150
3474,2914,2,1614861283546,1614861485256,use as bookend on a shelf,use as booking on a shelf,use booking shelf,Book shelf,,,,25,21.0,8.995679490869540,use as a doorstop,5,[6],[20],1.0,0.8004169464111330,0.7332304,4,17,0.8915292792835360,1,1,1,-5.812291873527260
3475,2914,2,1614861485256,1614861516828,use in a toilet cistern to save water ,use in a toilet cistern to save water,use toilet cistern save water,Flush tank water conservation,,,1,38,25.0,6.72213882629133,use as booking on a shelf,6,[58],[6],1.0,0.7276337742805480,0.7173325,12,4,0.6698004816064770,1,1,1,-6.585481761760740
3476,2914,2,1614861516828,1614861559138,use it to make sand by breaking it down and grinding it up ,use it to make sand by breaking it down and grinding it up,use make sand breaking grinding,sand,,,,59,38.0,6.574892621679100,use in a toilet cistern to save water,7,[51],[58],1.0,0.7435024976730350,0.7813555,13,12,0.7621468414193840,1,1,1,-5.381508957434800
3477,2914,2,1614861559138,1614861628505,use as a weight in fitness,use as a weight in fitness,use weight fitness,Fitness weight,,,,26,59.0,7.888976282172820,use it to make sand by breaking it down and grinding it up,8,[26],[51],1.0,0.7547680139541630,0.71452093,16,13,0.8610429452726540,1,1,1,-5.286198777630480
3478,2915,2,1614860831447,1614860851741,kampvuurcirkel bouwen ,build a campfire circle,build campfire circle,campfire,,,,22,11.0,6.826767048685360,build a house,1,"[1, 31]","[1, 13]",0.0,0.7596598863601690,0.76484245,8,3,0.7651236029238930,1,1,1,-6.585481761760740
3479,2915,2,1614860851741,1614860862021,stratenmaken ,paving,paving,,,,,13,22.0,6.672689983702430,build a campfire circle,2,[24],"[1, 31]",1.0,0.748969316482544,0.80389297,10,8,0.967107402389044,1,1,1,-5.199187400640850
3480,2915,2,1614860862021,1614860871212,beschilderen als kunstproject ,painting as an art project,painting art project,art ,,,,30,13.0,5.723966292906430,paving,3,[17],[24],1.0,0.7356346845626830,0.7463469,7,10,0.967107402389044,1,1,1,-4.445415598264470
3481,2915,2,1614860871212,1614860878449,put bouwen ,build a well,build well,,,,,11,30.0,6.488686698143340,painting as an art project,4,"[1, 13]",[17],1.0,0.7651326060295110,0.7769177,12,7,0.829435313977061,1,1,1,-6.180016653652570
3482,2915,2,1614860878449,1614860898854,fitnessgewicht ,fitness weight,fitness weight,,,,,15,11.0,7.215301251362700,build a well,5,[26],"[1, 13]",1.0,0.7005629539489750,0.7256718,16,12,0.8610429452726540,1,1,1,-5.286198777630480
3483,2915,2,1614860898854,1614860923870,verhoging voor een bed (matras erbovenop),increase for a bed (mattress on top),increase bed ( mattress top ),Increase bed,,,,41,15.0,6.413289010700090,fitness weight,6,[28],[26],1.0,0.7613646984100340,0.72447056,4,16,0.9887728021905690,1,1,1,-5.604652508749010
3484,2915,2,1614860923870,1614860935065,wapen ,weapon,weapon,,,,,6,41.0,7.531329062439880,increase for a bed (mattress on top),7,[48],[28],1.0,0.6871352195739750,0.7530154,22,4,0.9887728021905690,1,1,1,-3.772071045000700
3485,2915,2,1614860935065,1614860999565,gooiobject als alternatief voor kogelstoten,throwing object as an alternative to shot put,throwing object alternative shot put,Shot put weight throwing game,,,,43,6.0,7.313053706533200,weapon,8,[19],[48],1.0,0.7699686288833620,0.7600232,20,22,0.7109014029661880,1,1,1,-5.812291873527260
3486,2915,2,1614860999565,1614861017681,verhoging voor als je mensen in een menigte wil toespreken ,elevation for when you want to speak to people in a crowd,elevation want speak people crowd,elevation stage,,,,59,43.0,5.726198831737090,throwing object as an alternative to shot put,9,[28],[19],1.0,0.7607495784759520,0.7253906,5,20,0.9450862738747160,1,1,1,-4.7663233183445700
3487,2915,2,1614861017681,1614861026776,verhoging voor als je iemand wil kussen die te lang voor je is ,elevation for when you want to kiss someone who is too tall for you,elevation want kiss someone tall,Elevation for getting tall,,0,,63,59.0,4.970612142673370,elevation for when you want to speak to people in a crowd,10,[28],[28],0.0,0.8707146644592290,0.716858,5,5,1,0,1,2,-4.7663233183445700
3488,2915,2,1614861026776,1614861036312,verhoging voor als je een plek nodig hebt om te zitten ,elevation for when you need a place to sit,elevation need place sit,elevation seat,,0,,55,63.0,5.154053259165790,elevation for when you want to kiss someone who is too tall for you,11,[28],[28],0.0,0.8562808632850650,0.73325205,5,5,1,0,0,3,-4.7663233183445700
3489,2915,2,1614861036312,1614861049552,baksteen als deurstop ,brick as a door stop,brick door stop,Door stopper,,,,22,55.0,6.399539881971950,elevation for when you need a place to sit,12,[20],[28],1.0,0.7584139108657840,0.90335953,17,5,0.9450862738747160,1,0,1,-4.059753117452480
3490,2915,2,1614861049552,1614861072744,bakstenen om te zorgen dat een object op wielen (zoals een auto of wagentje) niet verder naar achter,bricks to ensure that an object on wheels (such as a car or cart) does not move further back,bricks ensure object wheels ( car cart ) move back,Weight support for car wheels,,,,100,22.0,5.445313945282380,brick as a door stop,13,"[20, 26]",[20],0.0,0.8455625772476200,0.85888374,1,17,0.9503425445799080,1,1,1,-4.40694931743667
3491,2915,2,1614861072744,1614861075149,boekensteun ,bookend,bookend,,,,,12,100.0,5.299150352851930,bricks to ensure that an object on wheels (such as a car or cart) does not move further back,14,[6],"[20, 26]",1.0,0.7569167017936710,0.76556885,4,1,0.987912703687808,1,1,1,-4.250106845943700
3492,2915,2,1614861075149,1614861104327,met verwarmde bakstenen kun je eten eventueel warm houden ,You can keep food warm with heated bricks,keep food warm heated bricks,insulation for food,,,,58,12.0,6.220230195808300,bookend,15,"[50, 9]",[6],1.0,0.7417764663696290,0.86676615,9,4,0.987912703687808,1,1,1,-5.812291873527260
3493,2915,2,1614861104327,1614861119232,alternatieve steen voor hotstonemassage ,alternative stone for hot stone massage,alternative stone hot stone massage,Hot massage,,0,,40,58.0,5.919901411033450,You can keep food warm with heated bricks,16,[29],"[50, 9]",1.0,0.7874011397361760,0.7755009,15,9,0.8009458403208320,1,1,1,-6.431331081933480
3494,2915,2,1614861119232,1614861148784,trap maken ,make stairs,make stairs,,,,,11,40.0,7.895918369003120,alternative stone for hot stone massage,17,"[1, 28]",[29],1.0,0.7145276069641110,0.7812749,6,15,0.8009458403208320,1,1,1,-4.639571612705420
3495,2915,2,1614861148784,1614861178463,bakstenen gebruiken als (grote) dominosteentjes ,use bricks as (large) dominoes,use bricks ( large ) dominoes,dominoes,,,,48,11.0,6.42658958503021,make stairs,18,"[19, 55]","[1, 28]",1.0,0.7894156575202940,0.86528856,22,6,0.703351259040178,1,1,1,-5.979345958190420
3496,2915,2,1614861178463,1614861221561,boekenkast bouwen ,building a bookcase,building bookcase,Book shelf,,,,18,48.0,7.780755694757430,use bricks as (large) dominoes,19,"[1, 5]","[19, 55]",1.0,0.7347956299781800,0.766047,4,22,0.987912703687808,1,1,1,-4.250106845943700
3497,2915,2,1614861221561,1614861227201,bureau bouwen ,build an office,build office,,,,,14,18.0,5.9979612548693300,building a bookcase,20,"[1, 13]","[1, 5]",0.0,0.8119205832481380,0.7750262,3,4,0.987912703687808,1,1,1,-4.046507890702460
3498,2915,2,1614861227201,1614861250385,gewicht om lichte objecten die in de wind liggen op hun plek te houden ,weight to hold light objects in place in the wind,weight hold light objects place wind,Weight against wind,,,,71,14.0,5.7877718800702000,build an office,21,[26],"[1, 13]",1.0,0.7051851749420170,0.73782873,19,3,0.9539734943698600,1,1,1,-5.8923345812007900
3499,2915,2,1614861250385,1614861259569,plantenbak (houder voor potgrond en zaden) ,planter (holder for potting soil and seeds),planter ( holder potting soil seeds ),planter,,,,43,71.0,5.36284680334202,weight to hold light objects in place in the wind,22,[39],[26],1.0,0.7904489040374760,0.78612494,11,19,0.7327601027246610,1,1,1,-5.604652508749010
3500,2915,2,1614861259569,1614861286668,slaginstrument ,percussion instrument,percussion instrument,,,,,15,43.0,7.499063513650050,planter (holder for potting soil and seeds),23,[14],[39],1.0,0.7481473684310910,0.7606422,20,11,0.9444625934015160,1,1,1,-5.241747015059640
3501,2915,2,1614861286668,1614861359301,opvulling voor een halfvolle koffer (zodat de spullen onderweg niet gaan schuiven),padding for a half-full suitcase (so that the items do not shift along the way),padding half-full suitcase ( items shift along way ),Packing padding,,,1,82,15.0,6.786173115036540,percussion instrument,24,[20],[14],1.0,0.7160352468490600,0.71998405,5,20,0.9459462174534860,1,1,1,-5.812291873527260
3502,2915,2,1614861359301,1614861418009,in een baksteen kun je berichten kerven,You can carve messages into a brick,carve messages brick,Carve message,,,,39,82.0,7.316603546635660,padding for a half-full suitcase (so that the items do not shift along the way),25,[7],[20],1.0,0.7342785596847530,0.8813416,22,5,0.9580320832762860,1,1,1,-5.8923345812007900
3503,2917,2,1614866751654,1614866754277,Deurstop,Door stop,Door stop,,,,,8,6.0,5.79186966164357,Step up,1,[20],[28],1.0,0.757102370262146,0.759894,17,5,0.9004737197212100,1,1,1,-4.059753117452480
3504,2917,2,1614866754277,1614866772085,Anti-inbreker wapen,Anti-burglar weapon,Anti-burglar weapon,,,,,19,8.0,6.84269732471692,Door stop,2,[48],[20],1.0,0.7888734340667730,0.7793641,21,17,0.9204408944859920,1,1,1,-5.8923345812007900
3505,2917,2,1614866772085,1614866783117,Glasbreker,Glass breaker,Glass breaker,,,,,10,19.0,7.005743687310340,Anti-burglar weapon,3,"[23, 48]",[48],0.0,0.7847234010696410,0.7830763,18,21,0.9204408944859920,1,1,1,-4.850880706372630
3506,2917,2,1614866783117,1614866794988,Vervanging voor een hamer,Replacement for a hammer,Replacement hammer,Hammer,,,,25,10.0,6.162451273404630,Glass breaker,4,[11],"[23, 48]",1.0,0.7607873678207400,0.7762494,21,18,0.915954544487911,1,1,1,-4.527093629278730
3507,2917,2,1614866794988,1614866809403,Boekensteun,Bookend,Bookend,,,,,11,25.0,7.177938545574730,Replacement for a hammer,5,[6],[11],1.0,0.7386704683303830,0.76556885,4,21,0.987912703687808,1,1,1,-4.250106845943700
3508,2917,2,1614866809403,1614866823564,Klein podium voor insecten die een concert houden,Small stage for insects holding a concert,Small stage insects holding concert,Stage for insect concert,,,1,49,11.0,5.665561261836000,Bookend,6,"[13, 33]",[6],1.0,0.746848464012146,0.71746534,20,4,0.987912703687808,1,1,1,-6.585481761760740
3509,2917,2,1614866823564,1614866854531,Aan je hoofd vastbinden en doen alsof je een VR-headset draagt (zijn toch ongeveer even zwaar),Strapping it to your head and pretending to wear a VR headset (they are about the same weight anyway),Strapping head pretending wear VR headset ( weight anyway ),VR headset,,,1,94,49.0,5.796623457631170,Small stage for insects holding a concert,7,[33],"[13, 33]",0.0,0.7563714385032650,0.72672594,5,20,0.9889510100488030,1,1,1,-5.604652508749010
3510,2917,2,1614866854531,1614866860362,Laptop-stand ,Laptop stand,Laptop stand,,,,,13,94.0,6.105436912571100,Strapping it to your head and pretending to wear a VR headset (they are about the same weight anyway),8,[12],[33],1.0,0.7490448951721190,0.7374095,5,5,0.9889510100488030,0,1,2,-5.432802251822350
3511,2917,2,1614866860362,1614866874241,Kinderzitje (als het echt niet anders kan),Child seat (if there is no other option),Child seat ( option ),Child seat,,,1,42,13.0,5.799705742097160,Laptop stand,9,[5],[12],1.0,0.7335248589515690,0.7441704,4,5,0.9169377720001760,1,0,1,-4.593051597070530
3512,2917,2,1614866874241,1614866882329,Snijplank ,Cutting board,Cutting board,,,,,10,42.0,6.695242520023950,Child seat (if there is no other option),10,[37],[5],1.0,0.7362096905708310,0.78966904,13,4,0.8794874127400240,1,1,1,-6.074656137994750
3513,2917,2,1614866882329,1614866900145,Vijzel stamper,Mortar pestle,Mortar pestle,Mortar,,,,14,10.0,7.148598407395750,Cutting board,11,[37],[37],0.0,0.7646000981330870,0.8168707,15,13,0.8084492953884460,1,1,1,-5.812291873527260
3514,2917,2,1614866900145,1614866915008,In een tas stoppen en als gewicht gebruiken om te trainen,Put in a bag and use as weight for training,Put bag use weight training,Weight training,,,,57,14.0,5.5626196977692000,Mortar pestle,12,[26],[37],1.0,0.7166928648948670,0.7130821,16,15,0.8084492953884460,1,1,1,-5.669191029886580
3515,2917,2,1614866915008,1614866966726,In een tas stoppen om een drug dealer te overtuigen dat er meer geld in zit dan waar is,Putting it in a bag to convince a drug dealer that there is more money in it than is real,Putting bag convince drug dealer money real,Fake money,,,,87,57.0,6.3872324053621,Put in a bag and use as weight for training,13,[35],[26],1.0,0.8249871730804440,0.7267205,5,16,0.9459462174534860,1,1,1,-5.812291873527260
3516,2917,2,1614866966726,1614866994101,Op je hoofd balanceren om je balans te verbeteren,Balancing on your head to improve your balance,Balancing head improve balance,Improve balance,,,,49,87.0,6.325117580270800,Putting it in a bag to convince a drug dealer that there is more money in it than is real,14,"[28, 46]",[35],1.0,0.7109557390213010,0.70518,5,5,0.9889510100488030,0,1,2,-5.604652508749010
3517,2917,2,1614866994101,1614867023197,Decoratief onderstuk voor een plant ,Decorative base for a plant,Decorative base plant,Base for plant,,,,36,49.0,6.6945276794923,Balancing on your head to improve your balance,15,[38],"[28, 46]",1.0,0.7054351568222050,0.7746184,15,5,0.9889510100488030,1,0,1,-4.202853961093160
3518,2917,2,1614867023197,1614867083947,Gebruiken als neptelefoon in een sketch over jaren-80 mobieltjes,Use as a fake phone in a skit about 80s cell phones,Use fake phone skit 80s cell phones,Fake phone,,,,64,36.0,6.855375868668380,Decorative base for a plant,16,"[12, 33]",[38],1.0,0.7278919816017150,0.74273956,22,15,0.8639897114157000,1,1,1,-5.979345958190420
3519,2917,2,1614867083947,1614867110724,Boven je deur hangen zodat 'ie op iemands hoofd valt als ze proberen in te breken,Hang it above your door so it falls on someone's head if they try to break in,Hang door falls someone 's head try break,Hang on door to injure burglar ,,,,81,64.0,5.800092902268830,Use as a fake phone in a skit about 80s cell phones,17,[48],"[12, 33]",1.0,0.7680829763412480,0.745636,17,22,0.8915292792835360,1,1,1,-4.713679584859150
3520,2917,2,1614867110724,1614867149399,Gebruiken ipv een stok als je met je hond speelt en geen zin hebt om te vaak opnieuw te gooien ,Use instead of a stick if you play with your dog and don't feel like throwing it again too often,Use instead stick play dog n't feel like throwing often,stick,,,,95,81.0,6.008457503418570,Hang it above your door so it falls on someone's head if they try to break in,18,[40],[48],1.0,0.7464293241500850,0.7025223,22,17,0.8915292792835360,1,1,1,-5.8923345812007900
3521,2917,2,1614867149399,1614867191022,Fijnmalen en in je huisgenoots eten gooien als 'ie de afwas weer eens niet heeft gedaan,Grind it up and throw food at your housemates when he hasn't done the dishes yet again,Grind throw food housemates n't done dishes yet,grind,,,,87,95.0,6.16997737522026,Use instead of a stick if you play with your dog and don't feel like throwing it again too often,19,"[2, 19]",[40],1.0,0.7887213826179500,0.7413509,9,22,0.9313542676212880,1,1,1,-5.081404364984460
3522,2917,2,1614867191022,1614867214407,Doormidden breken en onder je schoenen plakken om langer te lijken,Break it in half and stick it under your shoes to look longer,Break half stick shoes look longer,Shoe heels,,,,66,87.0,5.8694894985941700,Grind it up and throw food at your housemates when he hasn't done the dishes yet again,20,[28],"[2, 19]",1.0,0.7759932279586790,0.75266397,22,9,0.9723216265894700,1,1,1,-5.332718793265370
3523,2917,2,1614867214407,1614867233286,In een kussensloop stoppen en iemand helemaal kapot meppen ,Put it in a pillowcase and beat the shit out of someone,Put pillowcase beat shit someone,,1,,,59,66.0,5.767486431540190,Break it in half and stick it under your shoes to look longer,21,[44],[28],1.0,0.8049466609954830,0.76476145,22,22,0.9723216265894700,0,1,2,-4.688361776874860
3524,2917,2,1614867233286,1614867319662,"Over de grond schrapen, het geluid opnemen, de audio vertraagd afspelen en als horror SFX gebruiken","Scrape the ground, record the sound, play the audio in slow motion and use SFX as a horror","Scrape ground , record sound , play audio slow motion use SFX horror",,1,,,99,59.0,6.771058709305350,Put it in a pillowcase and beat the shit out of someone,22,[55],[44],1.0,0.8035182952880860,0.74882686,22,22,0.9597511654526220,0,0,3,-5.332718793265370
3525,2918,2,1614867945087,1614867954181,om ijs mee te breken,to break the ice,break ice,,,,,20,8.0,6.119087896564780,building block,1,"[23, 58]",[1],1.0,0.7698922157287600,0.7484246,15,3,0.6577738636212910,1,1,1,-6.585481761760740
3526,2918,2,1614867954181,1614867960560,voetenbankje,footstool,footstool,,,,,12,20.0,6.275389570682050,to break the ice,2,[5],"[23, 58]",1.0,0.7691375017166140,0.78201246,6,15,0.9549627758067370,1,1,1,-5.199187400640850
3527,2918,2,1614867960560,1614867963971,geiwcht,weight,weight,,,,,7,12.0,6.18833745568263,footstool,3,[26],[5],1.0,0.7697186470031740,0.7419329,16,6,0.9549627758067370,1,1,1,-4.527093629278730
3528,2918,2,1614867963971,1614867967822,gewicht,weight,weight,,1,,,7,7.0,6.309723454054720,weight,4,[26],[26],0.0,1.0000001192092900,0.7419329,16,16,1,0,1,2,-4.527093629278730
3529,2918,2,1614867967822,1614867979975,als kunstobject,as an art object,art object,art,,,,15,7.0,6.696972517366150,weight,5,[17],[26],1.0,0.7571700215339660,0.78166413,7,16,0.9873575592904490,1,0,1,-4.821893169499380
3530,2918,2,1614867979975,1614867983466,huis,house,house,,,,,4,15.0,6.771362654076580,as an art object,6,[13],[17],1.0,0.7752224206924440,0.77821827,3,7,0.9873575592904490,1,1,1,-4.793722292532680
3531,2918,2,1614867983466,1614867989842,straat,street,street,,,,,6,4.0,6.968301466350120,house,7,[24],[13],1.0,0.814632773399353,0.80336124,10,3,0.736169546355502,1,1,1,-5.286198777630480
3532,2918,2,1614867989842,1614868018456,als boekenhouder,as a bookkeeper,bookkeeper,,,,,16,6.0,7.488922863804370,street,8,[52],[24],1.0,0.7368245720863340,0.7259302,14,10,0.9758765896908650,1,1,1,-5.812291873527260
3533,2918,2,1614868018456,1614868033392,plantenhouder,plant holder,plant holder,,,,,13,16.0,7.046362709010470,as a bookkeeper,9,[38],[52],1.0,0.7293581366539000,0.7606718,11,14,0.9758765896908650,1,1,1,-5.812291873527260
3534,2918,2,1614868033392,1614868036823,kasteel bouwen,build a castle,build castle,,,,,14,13.0,5.5005290818212100,plant holder,10,"[1, 13]",[38],1.0,0.7123712301254270,0.80370444,3,11,0.8440774896386660,1,1,1,-5.979345958190420
3535,2918,2,1614868036823,1614868047687,om glas mee te  breken,to break glass,break glass,,,,,22,14.0,6.20166100904299,build a castle,11,[23],"[1, 13]",1.0,0.741400957107544,0.79624426,21,3,0.8440774896386660,1,1,1,-5.8923345812007900
3536,2918,2,1614868047687,1614868058925,om water tegen te houden,to stop water,stop water,Block water,,,,24,22.0,6.148468295917650,to break glass,12,"[25, 58]",[23],1.0,0.8286318778991700,0.7501813,12,21,0.7719878225917190,1,1,1,-6.180016653652570
3537,2918,2,1614868058925,1614868066008,muur,wall,wall,,,,,4,24.0,7.4790172715519600,to stop water,13,"[13, 60]","[25, 58]",1.0,0.7500078082084660,0.8345101,2,12,0.9747182008859630,1,1,1,-4.21835814762912
3538,2918,2,1614868066008,1614868101159,openhaard,open hearth,open hearth,Hearth,,,,9,4.0,8.270119757392590,wall,14,[31],"[13, 60]",1.0,0.7688650488853460,0.7845403,8,2,0.9747182008859630,1,1,1,-5.381508957434800
3539,2918,2,1614868101159,1614868106635,kampvuur,campfire,campfire,,,,,8,9.0,6.5283233479207900,open hearth,15,[31],[31],0.0,0.8174492120742800,0.76942176,8,8,0.7768999423912550,0,1,2,-5.432802251822350
3540,2918,2,1614868106635,1614868121177,als verfpallet,as a paint pallet,paint pallet,,,,,14,8.0,6.94549825246413,campfire,16,[37],[31],1.0,0.7395564913749700,0.77538747,4,8,0.9887728021905690,1,0,1,-5.604652508749010
3541,2918,2,1614868121177,1614868127782,liniaal,ruler,ruler,,,,,7,14.0,6.849407082000600,as a paint pallet,17,[11],[37],1.0,0.7322114109992980,0.77525663,14,4,0.9887728021905690,1,1,1,-6.074656137994750
3542,2918,2,1614868127782,1614868140517,waterpas,level,level,,,,,8,7.0,7.372510785893600,ruler,18,[46],[11],1.0,0.7898155450820920,0.78373444,5,14,0.9004737197212100,1,1,1,-5.738183901373530
3543,2918,2,1614868140517,1614868179827,ipv van dumbels,instead of dumbbells,instead dumbbells,Dumbbell weight,,,,15,8.0,7.871088617189600,level,19,[26],[46],1.0,0.7515352964401250,0.7591678,16,5,0.9259987974712800,1,1,1,-6.180016653652570
3544,2918,2,1614868179827,1614868196825,in tas om te trainee voor wandelen,in bag to trainee for hiking,bag trainee hiking,Hiking training,,,,34,15.0,6.213990260540850,instead of dumbbells,20,"[26, 16]",[26],0.0,0.7471408843994140,0.7053801,5,16,0.9459462174534860,1,1,1,-5.812291873527260
3545,2918,2,1614868196825,1614868212069,om een lichaamsdeel mee te versterken als gewicht,to strengthen a body part as weight,strengthen body part weight,Strength training weight,,,,49,34.0,5.739317045970700,in bag to trainee for hiking,21,"[26, 56]","[26, 16]",0.0,0.7541413903236390,0.73589766,16,5,0.9459462174534860,1,1,1,-5.286198777630480
